imagem;index;mediana;mean global;desvio;mean blue;desv blue;mean green;desv green;mean red;desv red;R/G mean;R/B mean;R/G desv;R/B desv;isfire
fire_0817.jpg;67;61;80,119;52,413;57,765;30,979;81,624;45,871;100,968;65,122;1,237;1,748;1,42;2,102;1
fire_0817.jpg;68;63;67,725;28,709;59,146;20,23;67,446;23,548;76,582;36,833;1,135;1,295;1,564;1,821;0
fire_0817.jpg;69;59;67,613;43,419;57,475;28,169;66,875;35,762;78,488;57,98;1,174;1,366;1,621;2,058;0
fire_0817.jpg;70;59;60,867;17,163;60,282;15,448;61,842;16,299;60,477;19,442;0,978;1,003;1,193;1,259;0
fire_0817.jpg;71;78;86,101;41,789;61,096;23,776;84,104;29,956;113,102;49,172;1,345;1,851;1,641;2,068;1
fire_0817.jpg;72;106;120,863;70,278;80,227;48,441;121,011;62,067;161,35;72,989;1,333;2,011;1,176;1,507;1
fire_0817.jpg;73;63;71,057;39,251;57,573;27,031;74,602;34,885;80,997;48,797;1,086;1,407;1,399;1,805;0
fire_0817.jpg;74;60;72,849;44,885;56,542;27,968;72,522;39,545;89,482;56,171;1,234;1,583;1,42;2,008;0
fire_0817.jpg;75;53;57,161;28,308;47,627;20,962;60,798;23,077;63,058;35,962;1,037;1,324;1,558;1,716;0
fire_0817.jpg;76;50;54,397;24,219;50,595;19,37;58,306;22,804;54,29;28,892;0,931;1,073;1,267;1,492;0
fire_0817.jpg;77;46;47,618;18,812;45,394;17,484;53,96;19,209;43,499;18,024;0,806;0,958;0,938;1,031;0
fire_0817.jpg;78;46;46,788;13,547;47,118;11,996;52,576;12,844;40,669;13,063;0,774;0,863;1,017;1,089;0
fire_0817.jpg;79;36;37,241;16,175;39,47;14,563;42,734;15,9;29,518;15,009;0,691;0,748;0,944;1,031;0
fire_0817.jpg;80;56;59,075;25,072;53,829;21,617;67,642;26,812;55,755;24,244;0,824;1,036;0,904;1,122;0
fire_0817.jpg;81;55;56,143;22,045;56,802;20,696;63,958;20,872;47,669;21,464;0,745;0,839;1,028;1,037;0
fire_0817.jpg;82;40;40,898;16,127;40,93;12,367;49,413;16,259;32,352;14,745;0,655;0,79;0,907;1,192;0
fire_0817.jpg;83;46;49,562;19,103;49,986;16,316;55,677;20,367;43,024;18,26;0,773;0,861;0,897;1,119;0
fire_0817.jpg;84;45;48,164;19,974;47,597;15,849;55,709;22,096;41,186;18,748;0,739;0,865;0,848;1,183;0
fire_0817.jpg;85;49;50,598;18,412;49,045;14,023;60,638;18,733;42,11;17,152;0,694;0,859;0,916;1,223;0
fire_0817.jpg;86;44;44,298;16,226;46,296;14,589;49,581;15,991;37,018;15,377;0,747;0,8;0,962;1,054;0
fire_0817.jpg;87;46;49,569;22,088;50,338;20,807;56,045;20,898;42,325;22,338;0,755;0,841;1,069;1,074;0
fire_0817.jpg;88;39;41,32;18,118;46,474;17,61;45,371;16,306;32,115;16,765;0,708;0,691;1,028;0,952;0
fire_0817.jpg;89;36;38,767;19,212;42,112;16,833;44,414;19,766;29,776;17,587;0,67;0,707;0,89;1,045;0
fire_0817.jpg;90;60;62,033;22,552;58,672;17,217;73,928;23,421;53,499;21,334;0,724;0,912;0,911;1,239;0
fire_0817.jpg;91;58;58,919;23,996;62,693;24,563;65,541;22,08;48,523;21,688;0,74;0,774;0,982;0,883;0
fire_0817.jpg;92;45;46,257;21,446;48,65;18,56;53,645;22,212;36,475;19,645;0,68;0,75;0,884;1,058;0
fire_0817.jpg;93;52;51,487;18,964;50,73;15,976;61,334;19,017;42,398;16,79;0,691;0,836;0,883;1,051;0
fire_0817.jpg;94;51;52,36;24,389;48,982;20,25;63,104;24,833;44,994;24,013;0,713;0,919;0,967;1,186;0
fire_0817.jpg;95;53;56,892;27,965;51,178;20,862;68,397;30,018;51,102;28,484;0,747;0,999;0,949;1,365;0
fire_0817.jpg;96;39;40,982;22,75;41,998;20,263;47,371;23,176;33,576;22,546;0,709;0,799;0,973;1,113;0
fire_0817.jpg;97;46;50,429;26,793;48,973;21,526;57,138;28,18;45,178;28,661;0,791;0,923;1,017;1,331;0
fire_0817.jpg;98;33;35,506;18,672;41,549;16,45;39,019;18,022;25,95;17,619;0,665;0,625;0,978;1,071;0
fire_0817.jpg;99;40;41,134;21,367;40,541;18,302;50,203;21,723;32,659;20,209;0,651;0,806;0,93;1,104;0
fire_0108.jpg;0;253;252,898;2,515;253,995;1,611;252,2;2,853;252,499;2,528;1,001;0,994;0,886;1,569;0
fire_0108.jpg;1;254;252,57;2,962;253,853;1,396;251,774;3,499;252,082;3,101;1,001;0,993;0,886;2,221;0
fire_0108.jpg;2;251;250,188;3,751;253,702;1,637;247,778;3,475;249,085;2,841;1,005;0,982;0,818;1,736;0
fire_0108.jpg;3;243;242,995;4,753;246,805;3,072;238,189;3,518;243,99;2,709;1,024;0,989;0,77;0,882;0
fire_0108.jpg;4;239;238,303;5,209;240,63;4,45;234,507;4,668;239,773;4,221;1,022;0,996;0,904;0,949;0
fire_0108.jpg;5;239;238,783;5,424;241,202;4,713;234,925;4,81;240,222;4,484;1,023;0,996;0,932;0,952;0
fire_0108.jpg;6;244;242,983;5,497;246,536;3,344;238,266;4,623;244,149;4,675;1,025;0,99;1,011;1,398;0
fire_0108.jpg;7;211;213,522;14,761;221,294;11,905;204,334;13,152;214,936;13,862;1,052;0,971;1,054;1,164;0
fire_0108.jpg;8;197;196,755;9,495;206,162;5,47;186,997;4,657;197,107;5,917;1,054;0,956;1,27;1,082;0
fire_0108.jpg;9;210;210,129;13,652;216,742;14,096;201,534;11,39;212,11;10,448;1,052;0,979;0,917;0,741;0
fire_0108.jpg;10;255;255;0;255;0;255;0;255;0;1;1;0;0;0
fire_0108.jpg;11;255;254,961;0,26;254,99;0,098;254,946;0,31;254,946;0,31;1;1;1;3,182;0
fire_0108.jpg;12;253;251,924;3,164;253,814;1,224;250,454;3,695;251,504;2,996;1,004;0,991;0,811;2,447;0
fire_0108.jpg;13;241;241,46;6,364;247,072;5,385;237,23;4,714;240,078;4,359;1,012;0,972;0,925;0,809;0
fire_0108.jpg;14;230;228,09;6,132;230,805;4,843;223,088;5,898;230,378;4,118;1,033;0,998;0,698;0,85;0
fire_0108.jpg;15;227;226,844;9,33;228,299;8,162;220,243;8,234;231,99;7,386;1,053;1,016;0,897;0,905;0
fire_0108.jpg;16;219;219,39;12,31;224,133;10,489;211,97;12,334;222,067;10,381;1,048;0,991;0,842;0,99;0
fire_0108.jpg;17;200;200,463;12,346;206,136;12,486;191,259;10,417;203,995;7,97;1,067;0,99;0,765;0,638;0
fire_0108.jpg;18;184;186,952;15,918;184,837;10,044;173,112;7,717;202,907;12,211;1,172;1,098;1,582;1,216;1
fire_0108.jpg;19;180;182,119;16,277;183,888;14,987;173,286;14,059;189,182;15,542;1,092;1,029;1,106;1,037;0
fire_0108.jpg;20;255;255;0;255;0;255;0;255;0;1;1;0;0;0
fire_0108.jpg;21;255;254,858;0,528;254,858;0,528;254,858;0,528;254,858;0,528;1;1;1;1;0
fire_0108.jpg;22;253;251,153;4,7;253,405;2,578;249,181;5,748;250,872;4,189;1,007;0,99;0,729;1,625;0
fire_0108.jpg;23;233;234,378;7,306;238,974;7,563;230,76;5,796;233,4;5,845;1,011;0,977;1,008;0,773;0
fire_0108.jpg;24;222;221,351;7,69;224,474;6,574;215,563;7,098;224,018;5,784;1,039;0,998;0,815;0,88;0
fire_0108.jpg;25;208;205,796;9,024;209,576;5,726;198,301;6,414;209,51;9,279;1,057;1;1,447;1,621;0
fire_0108.jpg;26;198;197,915;9,154;203,632;6,631;189,8;6,599;200,314;7,719;1,055;0,984;1,17;1,164;0
fire_0108.jpg;27;183;181,128;16,033;178,592;15,525;170,027;10,596;194,765;10,112;1,145;1,091;0,954;0,651;0
fire_0108.jpg;28;168;179,409;42,359;142,162;17,555;163,531;13,713;232,533;20,618;1,422;1,636;1,504;1,174;1
fire_0108.jpg;29;151;151,877;13,029;153,514;10,11;145,13;9,466;156,987;15,594;1,082;1,023;1,647;1,542;0
fire_0108.jpg;30;255;255;0;255;0;255;0;255;0;1;1;0;0;0
fire_0108.jpg;31;255;253,695;2,162;254,003;1,637;253,576;2,429;253,507;2,303;1;0,998;0,948;1,407;0
fire_0108.jpg;32;244;243,481;6,819;247,186;5,182;240,192;6,805;243,066;6,45;1,012;0,983;0,948;1,245;0
fire_0108.jpg;33;225;223,19;12,06;228,579;7,773;218,493;12,065;222,498;13,37;1,018;0,973;1,108;1,72;0
fire_0108.jpg;34;199;198,721;14,789;207,378;10,68;192,888;13,155;195,896;15,877;1,016;0,945;1,207;1,487;0
fire_0108.jpg;35;176;180,146;11,929;193,622;4,714;173,402;6,598;173,413;9,417;1;0,896;1,427;1,997;0
fire_0108.jpg;36;178;181,602;16,289;182,557;10,871;173,787;8,399;188,462;22,321;1,084;1,032;2,657;2,053;0
fire_0108.jpg;37;164;169,219;31,863;147,325;24,949;156,03;12,699;204,301;19,439;1,309;1,387;1,531;0,779;1
fire_0108.jpg;38;176;165,531;66,777;87,178;31,546;176,36;32,454;233,056;22,646;1,321;2,673;0,698;0,718;1
fire_0108.jpg;39;124;133,588;30,405;125,701;12,451;128,173;21,765;146,891;43,314;1,146;1,169;1,99;3,479;0
fire_0108.jpg;40;255;255;0;255;0;255;0;255;0;1;1;0;0;0
fire_0108.jpg;41;255;253,257;3,071;254,346;1,155;252,998;3,168;252,427;3,872;0,998;0,992;1,222;3,353;0
fire_0108.jpg;42;219;219,053;23,04;229,76;18,565;213,885;23,194;213,515;23,193;0,998;0,929;1;1,249;0
fire_0108.jpg;43;190;190,636;16,592;201,16;13,345;183,821;13,947;186,926;16,802;1,017;0,929;1,205;1,259;0
fire_0108.jpg;44;170;171,426;11,817;183,424;7,348;165,44;8,083;165,414;9,147;1;0,902;1,132;1,245;0
fire_0108.jpg;45;172;173,859;12,879;188,394;8,092;167,658;7,683;165,526;7,344;0,987;0,879;0,956;0,908;0
fire_0108.jpg;46;163;164,446;22,967;163,438;21,509;155,843;14,629;174,056;27,174;1,117;1,065;1,858;1,263;0
fire_0108.jpg;47;148;155,114;49,074;108,878;24,666;152,65;29,026;203,814;35,471;1,335;1,872;1,222;1,438;1
fire_0108.jpg;48;213;169,416;86,013;54,026;25,015;211,539;29,166;242,683;16,15;1,147;4,492;0,554;0,646;1
fire_0108.jpg;49;108;121,696;42,843;96,309;21,067;119,688;34,505;149,091;49,731;1,246;1,548;1,441;2,361;0
fire_0108.jpg;50;255;251,465;8,496;252,45;6,167;250,91;9,568;251,034;9,246;1;0,994;0,966;1,499;0
fire_0108.jpg;51;218;217,116;23,052;227,243;17,75;213,051;23,087;211,054;24,294;0,991;0,929;1,052;1,369;0
fire_0108.jpg;52;184;185,894;17,853;200,605;14,921;179,755;14,315;177,323;14,182;0,986;0,884;0,991;0,95;0
fire_0108.jpg;53;167;169,008;11,624;180,347;9,339;163,136;7,697;163,541;8,123;1,002;0,907;1,055;0,87;0
fire_0108.jpg;54;167;167,32;8,52;174,712;6,748;163,067;6,882;164,181;6,503;1,007;0,94;0,945;0,964;0
fire_0108.jpg;55;154;155,001;10,4;165,67;7,549;149,731;7,056;149,6;6,848;0,999;0,903;0,971;0,907;0
fire_0108.jpg;56;137;138,554;14,723;144,97;13,314;132,384;10,429;138,309;16,882;1,045;0,954;1,619;1,268;0
fire_0108.jpg;57;121;126,961;25,525;120,23;13,246;119,568;17,872;141,085;34,063;1,18;1,173;1,906;2,572;0
fire_0108.jpg;58;123;125,986;26,841;114,698;16,664;120,49;19,786;142,77;32,446;1,185;1,245;1,64;1,947;0
fire_0108.jpg;59;120;123,431;30,002;108,077;20,916;121,354;24,02;140,862;33,793;1,161;1,303;1,407;1,616;0
fire_0108.jpg;60;240;235,551;16,04;239,12;12,878;233,232;17,12;234,302;17,124;1,005;0,98;1;1,33;0
fire_0108.jpg;61;185;185,966;12,723;195,93;11,369;180,706;10,617;181,264;9,726;1,003;0,925;0,916;0,855;0
fire_0108.jpg;62;168;168,11;11,29;176,803;10,678;163,523;9,376;164,005;8,185;1,003;0,928;0,873;0,767;0
fire_0108.jpg;63;142;145,783;14,666;154,477;14,541;141,283;12,997;141,589;12,308;1,002;0,917;0,947;0,846;0
fire_0108.jpg;64;143;143,242;9,59;149,987;8,685;138,322;8,057;141,418;7,909;1,022;0,943;0,982;0,911;0
fire_0108.jpg;65;130;131,486;11,371;136,805;13,425;126,586;9,46;131,069;8,105;1,035;0,958;0,857;0,604;0
fire_0108.jpg;66;123;124,905;11,125;123,395;11,946;121,458;9,388;129,862;10,085;1,069;1,052;1,074;0,844;0
fire_0108.jpg;67;125;125,734;8,567;121,858;6,197;121,424;5,824;133,92;6,873;1,103;1,099;1,18;1,109;0
fire_0108.jpg;68;132;133,33;9,667;128,741;7,091;128,301;6,613;142,949;6,889;1,114;1,11;1,042;0,971;0
fire_0108.jpg;69;123;121,801;16,249;117,525;13,902;119,464;14,184;128,413;18,171;1,075;1,093;1,281;1,307;0
fire_0108.jpg;70;183;185,974;42,388;189,291;40,557;181,998;42,912;186,632;43,321;1,025;0,986;1,01;1,068;0
fire_0108.jpg;71;146;148,959;16,212;154,157;18,124;144,392;14,82;148,328;13,861;1,027;0,962;0,935;0,765;0
fire_0108.jpg;72;145;145,004;9,208;149,795;9,338;141,109;7,853;144,107;8,159;1,021;0,962;1,039;0,874;0
fire_0108.jpg;73;131;129,539;10,463;131,301;11,033;126,128;9,633;131,189;9,819;1,04;0,999;1,019;0,89;0
fire_0108.jpg;74;125;124,664;14,401;122,978;14,527;120,435;13,317;130,579;13,345;1,084;1,062;1,002;0,919;0
fire_0108.jpg;75;127;128,874;15,129;122,611;11,454;125,971;13,613;138,04;15,442;1,096;1,126;1,134;1,348;0
fire_0108.jpg;76;129;130,98;16,979;121,09;12,282;129,123;14,908;142,728;15,889;1,105;1,179;1,066;1,294;0
fire_0108.jpg;77;132;134,436;16,879;124,73;11,891;132,517;14,253;146,062;16,648;1,102;1,171;1,168;1,4;0
fire_0108.jpg;78;134;136,491;15,519;126,56;11,007;134,314;12,937;148,6;13,564;1,106;1,174;1,048;1,232;0
fire_0108.jpg;79;137;140,191;20,256;126,634;10,583;137,014;14,831;156,926;20,615;1,145;1,239;1,39;1,948;0
fire_0108.jpg;80;135;132,19;20,686;136,683;22,441;128,827;19,66;131,061;18,997;1,017;0,959;0,966;0,847;0
fire_0108.jpg;81;127;122,02;17,431;123,942;18,273;118,995;15,896;123,122;17,633;1,035;0,993;1,109;0,965;0
fire_0108.jpg;82;125;123,341;20,599;118,454;19,307;122,35;18,514;129,218;22,316;1,056;1,091;1,205;1,156;0
fire_0108.jpg;83;130;136,28;28,741;119,746;18,187;134,176;24,955;154,918;29,99;1,155;1,294;1,202;1,649;0
fire_0108.jpg;84;141;142,726;28,057;127,253;17,584;140,336;22,672;160,59;31,211;1,144;1,262;1,377;1,775;0
fire_0108.jpg;85;127;129,332;28,626;117,142;19,892;127,269;23,898;143,586;33,699;1,128;1,226;1,41;1,694;0
fire_0108.jpg;86;134;136,052;27,034;122,744;20,788;135,539;23,46;149,872;29,01;1,106;1,221;1,237;1,395;0
fire_0108.jpg;87;126;129,266;24,586;120,45;20,163;129,68;22,426;137,669;27,485;1,062;1,143;1,226;1,363;0
fire_0108.jpg;88;139;141,245;25,235;127,909;18,166;140,378;20,63;155,448;27,829;1,107;1,215;1,349;1,532;0
fire_0108.jpg;89;159;160,79;23,845;137,205;10,961;158,018;12,023;187,147;13,506;1,184;1,364;1,123;1,232;0
fire_0108.jpg;90;113;122,035;27,163;116,464;20,811;116,733;23,378;132,907;32,503;1,139;1,141;1,39;1,562;0
fire_0108.jpg;91;115;119,781;29,788;108,79;22,706;115,974;25,696;134,578;33,645;1,16;1,237;1,309;1,482;0
fire_0108.jpg;92;139;138,345;28,08;123,133;19,004;136,16;23,509;155,742;30,213;1,144;1,265;1,285;1,59;0
fire_0108.jpg;93;149;151,82;22,252;133,952;12,88;150,955;14,835;170,554;20,699;1,13;1,273;1,395;1,607;0
fire_0108.jpg;94;125;128,302;22,817;117,214;17,149;126,778;19,642;140,915;24,448;1,112;1,202;1,245;1,426;0
fire_0108.jpg;95;146;148,202;23,238;130,931;15,123;145,742;16,716;167,933;20,451;1,152;1,283;1,223;1,352;0
fire_0108.jpg;96;118;121,29;20,728;113,336;17,735;122,664;18,802;127,87;22,636;1,042;1,128;1,204;1,276;0
fire_0108.jpg;97;150;150,531;29,13;132,322;17,872;149,182;22,185;170,09;31,908;1,14;1,285;1,438;1,785;0
fire_0108.jpg;98;164;166,307;25,19;140,283;8,886;163,112;10,435;195,525;13,213;1,199;1,394;1,266;1,487;0
fire_0108.jpg;99;135;137,461;26,613;122,134;18,924;137,386;22,428;152,862;28,132;1,113;1,252;1,254;1,487;0
fire_0169.jpg;0;74;75,625;50,955;138,736;1,497;74,053;1,706;14,085;3,396;0,19;0,102;1,99;2,268;0
fire_0169.jpg;1;75;76,774;50,132;139,005;1,868;74,936;1,758;16,382;3,139;0,219;0,118;1,786;1,681;0
fire_0169.jpg;2;75;77,889;49,364;139,566;1,803;75,218;1,873;18,883;3,274;0,251;0,135;1,748;1,816;0
fire_0169.jpg;3;75;79,294;48,518;140,517;1,311;75,394;1,368;21,971;3,004;0,291;0,156;2,196;2,291;0
fire_0169.jpg;4;76;80,415;47,39;140,387;1,392;76,083;1,5;24,774;4,681;0,326;0,176;3,121;3,364;0
fire_0169.jpg;5;77;83,1;44,802;139,862;1,975;77,224;1,644;32,214;13,005;0,417;0,23;7,912;6,584;0
fire_0169.jpg;6;77;85,925;40,299;137,715;2,691;77,514;2,012;42,546;15,032;0,549;0,309;7,471;5,585;0
fire_0169.jpg;7;77;84,151;40,699;136,584;2,135;77,083;1,399;38,786;10,274;0,503;0,284;7,342;4,811;0
fire_0169.jpg;8;77;82,899;40,528;134,954;3,116;76,483;1,015;37,259;9,106;0,487;0,276;8,97;2,922;0
fire_0169.jpg;9;76;84,102;33,762;127,79;5,727;75,602;1,19;48,915;12,902;0,647;0,383;10,838;2,253;0
fire_0169.jpg;10;77;80,482;48,528;141,738;1,318;76,554;1,426;23,154;2,633;0,302;0,163;1,847;1,998;0
fire_0169.jpg;11;77;82,039;47,63;142,526;1,279;77,387;1,398;26,203;2,039;0,339;0,184;1,458;1,594;0
fire_0169.jpg;12;78;83,528;46,442;142,925;1,857;77,917;1,709;29,742;3,462;0,382;0,208;2,026;1,864;0
fire_0169.jpg;13;79;86,713;40,327;138,328;2,616;78,906;1,584;42,904;15,006;0,544;0,31;9,476;5,737;0
fire_0169.jpg;14;89;96,372;30,377;131,598;7,266;82,696;4,639;74,822;28,314;0,905;0,569;6,104;3,897;0
fire_0169.jpg;15;94;102,532;21,944;128,346;5,155;85,818;3,996;93,432;19,327;1,089;0,728;4,836;3,749;0
fire_0169.jpg;16;90;99,921;20,806;124,426;6,226;83,632;3,444;91,706;17,741;1,097;0,737;5,151;2,849;0
fire_0169.jpg;17;84;94,04;21,833;121,717;7,574;80,142;2,184;80,261;14,796;1,001;0,659;6,773;1,954;0
fire_0169.jpg;18;80;89,659;20,243;116,392;7,088;77,165;1,185;75,421;10,207;0,977;0,648;8,611;1,44;0
fire_0169.jpg;19;78;87,229;15,945;109,149;4,322;74,17;1,334;78,37;3,575;1,057;0,718;2,68;0,827;0
fire_0169.jpg;20;81;86,716;46,629;146,179;2,845;81,006;2,088;32,962;7,234;0,407;0,225;3,464;2,543;0
fire_0169.jpg;21;81;89,542;38,432;137,725;7,951;80,549;1,921;50,354;20,638;0,625;0,366;10,742;2,596;0
fire_0169.jpg;22;82;93,233;29,754;128,672;10,445;80,579;1,991;70,448;24,65;0,874;0,548;12,379;2,36;0
fire_0169.jpg;23;100;102,367;22,822;118,082;12,258;85,462;4,746;103,558;29,25;1,212;0,877;6,163;2,386;0
fire_0169.jpg;24;108;118,846;25,138;110,57;6,219;96,926;5,699;149,043;19,073;1,538;1,348;3,346;3,067;0
fire_0169.jpg;25;113;123,198;27,478;112,475;5,207;100,515;6,758;156,603;21,143;1,558;1,392;3,129;4,061;0
fire_0169.jpg;26;106;115,027;25,183;105,816;5,822;93,442;4,612;145,824;18,659;1,561;1,378;4,046;3,205;0
fire_0169.jpg;27;103;101,673;15,53;104,27;4,283;84,296;3,486;116,453;12,878;1,381;1,117;3,694;3,007;0
fire_0169.jpg;28;91;90,601;11,674;102,827;2,545;76,573;1,923;92,402;7,014;1,207;0,899;3,648;2,756;0
fire_0169.jpg;29;79;85,757;13,938;104,837;1,701;73,278;0,922;79,157;3,972;1,08;0,755;4,307;2,336;0
fire_0169.jpg;30;50;74,623;60,16;79,331;51,392;64,986;45,87;79,554;77,287;1,224;1,003;1,685;1,504;1
fire_0169.jpg;31;82;82,323;63,398;66,978;39,775;70,024;50,145;109,968;82,525;1,57;1,642;1,646;2,075;1
fire_0169.jpg;32;93;97,019;70,745;70,517;36,183;85,627;57,391;134,914;90,241;1,576;1,913;1,572;2,494;1
fire_0169.jpg;33;86;86,863;58,198;70,917;37,878;75,027;49,491;114,646;71,49;1,528;1,617;1,444;1,887;1
fire_0169.jpg;34;98;95,343;44,036;86,635;34,736;79,243;32,644;120,15;50,939;1,516;1,387;1,56;1,466;0
fire_0169.jpg;35;153;161,162;59,015;112,176;24,406;151,946;48,883;219,363;39,888;1,444;1,956;0,816;1,634;1
fire_0169.jpg;36;121;141,644;56,233;95,187;11,752;122,587;28,101;207,158;41,777;1,69;2,176;1,487;3,555;1
fire_0169.jpg;37;103;127,375;45,843;94,126;5,286;105,15;16,079;182,848;36,628;1,739;1,943;2,278;6,929;0
fire_0169.jpg;38;97;94,878;13,822;99,022;2,444;79,341;3,676;106,27;12,858;1,339;1,073;3,498;5,262;0
fire_0169.jpg;39;78;85,309;13,281;103,141;2,341;74,269;0,979;78,517;6,058;1,057;0,761;6,189;2,588;0
fire_0169.jpg;40;19;21,241;7,007;30,253;2,371;18,558;2,263;14,91;2,841;0,803;0,493;1,255;1,198;0
fire_0169.jpg;41;21;23,15;7,256;32,237;2,769;20,747;2,886;16,466;2,985;0,794;0,511;1,034;1,078;0
fire_0169.jpg;42;21;22,957;6,604;31,237;2,907;19,606;2,674;18,029;3,345;0,92;0,577;1,251;1,151;0
fire_0169.jpg;43;22;24,088;6,389;31,726;2,676;20,334;2,555;20,203;4,61;0,994;0,637;1,804;1,723;0
fire_0169.jpg;44;23;25,067;9,486;30,864;5,109;21,291;5,86;23,045;12,552;1,082;0,747;2,142;2,457;0
fire_0169.jpg;45;31;49,567;51,515;39,533;34,864;43,384;53,331;65,786;59,158;1,516;1,664;1,109;1,697;0
fire_0169.jpg;46;162;159,893;74,112;91,829;43,127;159,24;55,09;228,611;47,199;1,436;2,49;0,857;1,094;1
fire_0169.jpg;47;96;121,46;56,213;76,52;14,384;102,498;24,837;185,362;46,834;1,808;2,422;1,886;3,256;1
fire_0169.jpg;48;83;84,154;18,499;91,378;13,302;70,579;12,307;90,506;20,528;1,282;0,99;1,668;1,543;0
fire_0169.jpg;49;75;79,541;21,024;104,405;13,932;69,925;11,17;64,294;7,998;0,919;0,616;0,716;0,574;0
fire_0169.jpg;50;21;22,51;6,732;30,938;2,425;20,512;2,363;16,082;2,857;0,784;0,52;1,209;1,178;0
fire_0169.jpg;51;20;22,869;6,385;31,325;1,899;20,078;1,797;17,205;2,023;0,857;0,549;1,126;1,065;0
fire_0169.jpg;52;20;23,064;6,597;31,789;2,006;19,96;1,964;17,443;2,31;0,874;0,549;1,176;1,152;0
fire_0169.jpg;53;20;22,579;6,85;31,275;2,76;19,52;2,786;16,941;2,938;0,868;0,542;1,054;1,065;0
fire_0169.jpg;54;21;22,748;5,645;29,453;3,316;20,123;2,732;18,667;2,937;0,928;0,634;1,075;0,886;0
fire_0169.jpg;55;22;23,756;5,617;30,003;3,619;20,746;3,095;20,52;3,66;0,989;0,684;1,183;1,011;0
fire_0169.jpg;56;27;51,01;59,94;38,814;31,306;47,578;57,097;66,638;78,317;1,401;1,717;1,372;2,502;0
fire_0169.jpg;57;45;77,75;68,813;45,557;31,448;68,998;54,585;118,696;86,299;1,72;2,605;1,581;2,744;1
fire_0169.jpg;58;40;41,115;12,364;45,304;9,347;30,973;7,436;47,069;12,651;1,52;1,039;1,701;1,354;0
fire_0169.jpg;59;56;56,588;15,533;67,941;11,697;42,57;9,052;59,253;13,135;1,392;0,872;1,451;1,123;0
fire_0169.jpg;60;20;22,054;6,813;30,738;2,463;19,635;2,46;15,789;2,571;0,804;0,514;1,045;1,044;0
fire_0169.jpg;61;21;22,994;6,781;31,661;2,4;20,661;2,4;16,661;2,4;0,806;0,526;1;1;0
fire_0169.jpg;62;20;21,977;6,807;30,643;2,544;19,467;2,459;15,819;2,68;0,813;0,516;1,09;1,054;0
fire_0169.jpg;63;20;22,065;6,885;30,731;2,825;19,331;2,618;16,131;3,096;0,834;0,525;1,182;1,096;0
fire_0169.jpg;64;22;23,171;6,701;31;3,498;20,787;3,115;17,726;4,02;0,853;0,572;1,291;1,149;0
fire_0169.jpg;65;22;23,391;6,138;30,714;3,004;20,84;3,156;18,619;3,338;0,893;0,606;1,058;1,111;0
fire_0169.jpg;66;23;24,161;4,958;29,822;2,903;22,018;2,514;20,642;3,155;0,938;0,692;1,255;1,087;0
fire_0169.jpg;67;25;25,133;5,894;31,064;3,847;22,41;3,541;21,926;4,901;0,978;0,706;1,384;1,274;0
fire_0169.jpg;68;39;42,263;16,989;44,158;11,173;31,989;9,6;50,642;21,669;1,583;1,147;2,257;1,939;0
fire_0169.jpg;69;62;65,093;21,135;68,101;12,386;48,381;12,703;78,798;23,434;1,629;1,157;1,845;1,892;0
fire_0169.jpg;70;18;19,516;5,581;26,184;3,729;17,766;2,019;14,598;1,94;0,822;0,558;0,961;0,52;0
fire_0169.jpg;71;18;19,948;6,446;27,771;3,432;18,171;2,564;13,901;2,32;0,765;0,501;0,905;0,676;0
fire_0169.jpg;72;19;20,263;6,497;28,117;3,291;18,656;2,429;14,018;2,576;0,751;0,499;1,06;0,783;0
fire_0169.jpg;73;19;21,189;6,488;29,469;2,31;19,026;2,303;15,074;2,239;0,792;0,512;0,972;0,969;0
fire_0169.jpg;74;19;21,201;6,23;28,81;3,052;19,166;2,675;15,626;2,621;0,815;0,542;0,98;0,859;0
fire_0169.jpg;75;19;20,698;5,793;27,789;2,559;18,765;2,682;15,539;2,513;0,828;0,559;0,937;0,982;0
fire_0169.jpg;76;19;20,758;5,61;27,744;2,35;18,666;2,28;15,866;2,562;0,85;0,572;1,124;1,09;0
fire_0169.jpg;77;21;22,111;6,178;29,333;3,023;20,749;2,537;16,251;3,253;0,783;0,554;1,282;1,076;0
fire_0169.jpg;78;22;23,779;7,668;31,562;4,442;21,15;4,041;18,626;6,804;0,881;0,59;1,684;1,532;0
fire_0169.jpg;79;25;30,941;20,132;35,064;12,02;25,326;13,099;32,432;29,139;1,281;0,925;2,224;2,424;0
fire_0169.jpg;80;21;22,026;4,724;26,869;3,284;20,306;2,736;18,904;3,537;0,931;0,704;1,293;1,077;0
fire_0169.jpg;81;21;21,346;5,514;27,598;2,157;19,573;2,714;16,866;4,111;0,862;0,611;1,515;1,906;0
fire_0169.jpg;82;20;21,134;5,807;27,902;2,55;19,226;2,149;16,274;4,118;0,846;0,583;1,917;1,615;0
fire_0169.jpg;83;23;23,502;5,375;29,418;2,065;21,322;2,581;19,766;4,696;0,927;0,672;1,82;2,274;0
fire_0169.jpg;84;21;22,514;4,857;28,328;2,027;20,285;1,918;18,928;3,368;0,933;0,668;1,756;1,661;0
fire_0169.jpg;85;22;22,357;4,416;27,109;3,219;20,219;2,1;19,744;3,122;0,976;0,728;1,487;0,97;0
